reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
Department for International Development,GB-1-108532-104,Funding Health Adviser's Post,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-104,GBP,48822,12041,0,0,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Health education; Health personnel development,,12110; 12261; 12281,80; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-101; GB-1-108532-102; GB-1-108532-103; GB-1-108532-106; GB-1-108532-107; GB-1-108532-108,1; 3; 3; 3; 3; 3; 3,,
Department for International Development,GB-1-108532-106,Fund to Strengthen Procurement and Financial Management Capacity,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-106,GBP,167934,67668,0,100264,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Basic health care; Health education; Health personnel development,,12110; 12220; 12261; 12281,41; 39; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-101; GB-1-108532-102; GB-1-108532-103; GB-1-108532-104; GB-1-108532-107; GB-1-108532-108,1; 3; 3; 3; 3; 3; 3,,
Department for International Development,GB-1-108532-107,Sector Budget Support for Health Sector Programme - Programme Capital,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-107,GBP,2000000,2000000,0,0,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,Other.,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Basic health care; Health education; Health personnel development,,12110; 12220; 12261; 12281,41; 39; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",A02,Sector budget support,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-101; GB-1-108532-102; GB-1-108532-103; GB-1-108532-104; GB-1-108532-106; GB-1-108532-108,1; 3; 3; 3; 3; 3; 3,,
Department for International Development,GB-1-108532-108,Contribution to UNICEF for Emergency Nutrition Project,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108532-108,GBP,362854,362854,0,0,0,0,0,,2004-07-01,,2004-07-01,,2010-07-31,,2010-07-31,UNITED KINGDOM,Department for International Development,,United Nations Children’s Fund,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,Health policy and administrative management; Basic health care; Health education; Health personnel development,,12110; 12220; 12261; 12281,41; 39; 10; 10,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108532; GB-1-108532-101; GB-1-108532-102; GB-1-108532-103; GB-1-108532-104; GB-1-108532-106; GB-1-108532-107,1; 3; 3; 3; 3; 3; 3,,
Department for International Development,GB-1-108533,Support for HIV/AIDS Response,"Optimise prevention and reduce social impact of HIV/AIDS transmission among young people aged 10 to 24 years, labour, migrants, MSW, MSM, IDUs and PLHA through the provision of advocacy and preventative services.",http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108533,GBP,0,0,0,0,0,0,0,,2004-10-01,,2005-10-06,,2012-03-31,,2012-03-31,UNITED KINGDOM,Department for International Development,,,,,,,,,,4,Post-completion,,,,,,,,,,,,,,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,5,Untied,GB-1-108533-101,2,,
Department for International Development,GB-1-108533-101,Support for HIV/AIDS Response,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108533-101,GBP,16600000,16600000,0,0,0,0,0,,2004-10-01,,2004-10-01,,2011-08-31,,2011-08-31,UNITED KINGDOM,Department for International Development,,United Nations Development Programme,NP,Nepal,,,,,,4,Post-completion,1,Bilateral,,,,STD control including HIV/Aids,,13040,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108533,1,,
Department for International Development,GB-1-108536,UK Multilateral Debt Relief Initiative (UK MDRI) - Nepal,UK debt relief for qualifying countries to help achieve the Millennium Development Goals.,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108536,GBP,0,0,0,0,0,0,0,,2007-04-11,,2007-04-11,,2015-09-10,,2015-09-10,UNITED KINGDOM,Department for International Development,,,,,,,,,,2,Implementation,,,,,,,,,,,,,,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,5,Untied,GB-1-108536-101,2,,
Department for International Development,GB-1-108536-101,UK Multilateral Debt Relief Initiative (UK MDRI) - Nepal,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108536-101,GBP,19418081,19375008,0,0,0,0,0,,2007-04-11,,2007-04-11,,2014-12-01,,2014-12-01,UNITED KINGDOM,Department for International Development,,International Monetary Fund - Poverty Reduction and Growth - Multilateral Debt Relief Initiative Trust,NP,Nepal,,,,,,2,Implementation,1,Bilateral,,,,Actions relating to debt,,60010,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 0; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",F01,Debt relief,,,10,ODA,5,Untied,GB-1-108536,1,,
Department for International Development,GB-1-108538,Nepal Peace Support,To support the successful implementation of the Comprehensive Peace Accord (CPA) and other peace agreements,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108538,GBP,0,0,0,0,0,0,0,,2007-03-01,,2007-04-11,,2015-03-31,,2015-03-31,UNITED KINGDOM,Department for International Development,,,,,,,,,,2,Implementation,,,,,,,,,,,,,,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,,,,5,Untied,GB-1-108538-101; GB-1-108538-102; GB-1-108538-104,2; 2; 2,,
Department for International Development,GB-1-108538-101,Multi Donor Basket Fund through Nepal Peace Trust Fund,,http://tools.aidinfolabs.org/explorer/activity/?activity=GB-1-108538-101,GBP,29537821,11500000,0,0,0,0,0,,2007-03-01,,2007-03-01,,2015-03-31,,2015-03-31,UNITED KINGDOM,Department for International Development,,Recipient Government,NP,Nepal,,,,,,2,Implementation,1,Bilateral,,,,"Civilian peace-building, conflict prevention and resolution",,15220,,Gender Equality; Aid to Environment; Participatory Development/Good Governance; Trade Development; Aid Targeting the Objectives of the Convention on Biological Diversity; Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation; Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation; Aid Targeting the Objectives of the Convention to Combat Desertification,DAC; DAC; DAC; DAC; DAC; DAC; DAC; DAC,0; 0; 2; 0; 0; 0; 0; 0,1; 2; 3; 4; 5; 6; 7; 8,Department for International Development,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,"Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",C01,Project-type interventions,110,Aid grant excluding debt reorganisation,10,ODA,5,Untied,GB-1-108538; GB-1-108538-102; GB-1-108538-104,1; 3; 3,,
