Year,donorcode,donorname,agencycode,agencyname,crsid,projectnumber,initialreport,recipientcode,recipientname,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_IRTC,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,shortdescription,projecttitle,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,geography,expectedstartdate,completiondate,longdescription,gender,environment,trade,pdgg,FTC,PBA,investmentproject,assocfinance,biodiversity,climateMitigation,climateAdaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,grantelement,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,usd_future_DS_principal,usd_future_DS_interest
2012,1,Austria,8,ADA,2009500050,2319-12/2008,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,0.0,1.0282776349614397E-2,-0.0,0.0,1.0903986029205965E-2,-0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,918,0.0,8.0000000000000002E-3,NGO COFINANCE: IMPROVE THE HEALTH STATUS OF RURAL POOR IN ROLPA DISTRICT THROUGH REDUCING MORBIDITY RATE OF WATER BORNE DISEASES,NGO cofinance: Improve the health status of rural poor in Rolpa district through reducing morbidity rate of water borne diseases,12220,Basic health care,122,I.2.b. Basic Health,22000,NATIONAL NGOs,RK,Rolpa district,2009-01-01 00:00:00,2011-12-31 00:00:00,"NRO-Kofinanzierungsprojekt: Verbesserung des Gesundheitszustands hinsichtlich der ber Wasser bertragbaren Krankheiten, Rolpa Distrikt",1,1,,0,1,,,,,,,,,,,,,,,,,,,,,
2012,1,Austria,8,ADA,2012500017,2319-08/2011,1,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,0.12853470437017994,5.7840616966580972E-2,-0.0,0.13629982536507457,6.1334921414283552E-2,-0.0,,,0.12853470437017994,0.0,0.0,0.13629982536507457,0.0,0.0,,,,,918,0.10000000000000001,4.4999999999999998E-2,NGO COFINANCE: IMPROVEMENT OF HEALTH SITUATION AND PREVENTION OF INFECTIONS CAUSED BY POLLUTED WATER IN SINDHULI DISTRICTE,NGO cofinance: Improvement of health situation and prevention of infections caused by polluted water in Sindhuli districte,12220,Basic health care,122,I.2.b. Basic Health,22000,NATIONAL NGOs,RK,Sindhuli districte,2012-01-01 00:00:00,2014-12-31 00:00:00,NRO-Kofinanzierungsprojekt: Siedlungshygiene und Wassermanagement zur Verhinderung der bertragung von Krankheiten durch verschmutztes Wasser,1,1,,1,1,,,,,,,,2012-01-24 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,12,BMI,2012818051,bmi-r-52/2012,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,9.067763496143957E-3,9.067763496143957E-3,-0.0,9.6155710399949863E-3,9.6155710399949863E-3,-0.0,,,0.0,0.0,9.067763496143957E-3,0.0,0.0,9.6155710399949863E-3,,,,,918,7.0547199999999996E-3,7.0547199999999996E-3,"SUPPORT FOR VOLUNTARY RETURNEES, REINTEGRATION AID AND TRAVELLING COSTS","Support for voluntary returnees, reintegration aid and travelling costs",72010,Material relief assistance and services ,720,VIII.1. Emergency Response,11000,Donor government,BMI,,2012-01-01 00:00:00,2012-12-31 00:00:00,"Untersttzung fr freiwillig zurckkehrende Flchtlinge, Reintegrationshilfen und Transportkosten",0,0,,0,,,,,,,,,2012-01-01 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,13,OeEB,2011500100,2550-12/2011,3,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,0.0,7.0410359897172245E-2,-0.0,0.0,0.07466403571628015,-0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,918,0.0,5.4779260000000003E-2,BUSINESS PARTNERSHIP PROGRAM: ORGANIC AND FAIR TRADE CERTIFIED ESSENTIAL OILS FROM NEPAL,Business partnership program: organic and fair trade certified essential oils from Nepal,32161,Agro-industries,321,III.2.a. Industry,52000,Other,Astier Demarest SA,,2011-09-01 00:00:00,2014-08-31 00:00:00,IZW-Projekt: Organische und Fair Trade zertifizierte therische le aus Nepal,1,1,1,0,1,,,,1,,,,,,,,,,,,,,,,,
2012,1,Austria,15,BMWF,2012800063,indst-063/2012,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,E02,0.41796169665809763,0.41796169665809763,-0.0,0.44321186673227825,0.44321186673227825,-0.0,,,0.0,0.0,0.41796169665809763,0.0,0.0,0.44321186673227825,,,,,918,0.32517419999999997,0.32517419999999997,IMPUTED STUDENTS  COSTS,Imputed students  costs,11420,Imputed student costs,114,I.1.d. Post-Secondary Education,51000,"University, college or other teaching institution, research institute or think-tank",sterr. Universitt,,2012-01-01 00:00:00,2012-12-31 00:00:00,Indirekte Studienplatzkosten (39),0,0,,0,1,,,,,,,,2012-01-01 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988256,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,1.0282776349614395E-3,1.0282776349614395E-3,,1.0903986029205963E-3,1.0903986029205963E-3,,,,1.0282776349614395E-3,0.0,0.0,1.0903986029205963E-3,0.0,0.0,,,,,918,8.0000000000000004E-4,8.0000000000000004E-4,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,11320,Secondary education,113,I.1.c. Secondary Education,50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988257,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,4.3444730077120824E-3,4.3444730077120824E-3,,4.6069340973395202E-3,4.6069340973395202E-3,,,,0.0,0.0,4.3444730077120824E-3,0.0,0.0,4.6069340973395202E-3,,,,,918,3.3799999999999998E-3,3.3799999999999998E-3,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,11420,Higher education,114,I.1.d. Post-Secondary Education,50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988258,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,1.1053984575835476E-2,1.1053984575835476E-2,,1.1721784981396413E-2,1.1721784981396413E-2,,,,1.1053984575835476E-2,0.0,0.0,1.1721784981396413E-2,0.0,0.0,,,,,918,0.0086,0.0086,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,12191,Medical services,121,"I.2.a. Health, General",50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988259,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,7.6863753213367615E-3,7.6863753213367615E-3,,8.1507295568314601E-3,8.1507295568314601E-3,,,,7.6863753213367615E-3,0.0,0.0,8.1507295568314601E-3,0.0,0.0,,,,,918,5.9800000000000001E-3,5.9800000000000001E-3,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,12230,Basic health infrastructure,122,I.2.b. Basic Health,50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988260,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,3.8560411311053984E-3,3.8560411311053984E-3,,4.0889947609522364E-3,4.0889947609522364E-3,,,,3.8560411311053984E-3,0.0,0.0,4.0889947609522364E-3,0.0,0.0,,,,,918,3.0000000000000001E-3,3.0000000000000001E-3,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,16010,Social/welfare services,160,I.6. Other Social Infrastructure & Services,50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988261,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,1.0925449871465294E-2,1.0925449871465294E-2,,1.1585485156031337E-2,1.1585485156031337E-2,,,,1.0925449871465294E-2,0.0,0.0,1.1585485156031337E-2,0.0,0.0,,,,,918,8.5000000000000006E-3,8.5000000000000006E-3,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,43030,Urban development and management,430,IV.2. Other Multisector,50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012988262,aggregate,8,660,Nepal,,,10016,LDCs,11,ODA Grants,1,10,110,C01,9.0616966580976867E-3,9.0616966580976867E-3,,9.6091376882377569E-3,9.6091376882377569E-3,,,,0.0,0.0,9.0616966580976867E-3,0.0,0.0,9.6091376882377569E-3,,,,,918,7.0499999999999998E-3,7.0499999999999998E-3,SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY,Small-scale commitments aggregated by sector and recipient country,72010,Material relief assistance and services ,720,VIII.1. Emergency Response,50000,OTHER,n.a.,,2012-01-01 00:00:00,2012-12-31 00:00:00,Semiaggregierte Daten je Empf ngerland und DAC5-Sektor fr Kleincommitments,,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,1,Austria,99,MISC,2012000002,Nepal-E,3,660,Nepal,,,10016,LDCs,13,ODA Loans,1,10,410,C01,0.0,0.0,0.28022943444730075,0.0,0.0,0.29715883476355509,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,918,0.0,0.0,ERP LOAN NEPAL,ERP loan Nepal,99810,Sectors not specified,998,IX. Unallocated / Unspecified,11000,Donor government,ERP Fonds,,2012-01-01 00:00:00,2012-12-31 00:00:00,ERP-Kredit: Nepal,0,0,,0,,,,,,,,,,,,,,,,,,2.1949823723446364,,,,
2012,2,Belgium,10,DGCD,2012012538,3012538,8,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,6.6967866323907457E-2,6.6967866323907457E-2,,7.0983088616266315E-2,7.0983088616266315E-2,,,,6.6967866323907457E-2,,,7.0983088616266315E-2,,,,,,,918,5.2101000000000001E-2,5.2101000000000001E-2,NEPAL: TRAVAIL DIGNE ET PROTECTION SOCIALE,Nepal: travail digne et protection sociale,16020,Employment policy and admin. mgmt.,160,I.6. Other Social Infrastructure & Services,22000,NATIONAL NGOs,NGO WSM  WereldSolidariteit/Sol.Mondiale - WSMco,,2011-01-01 00:00:00,2013-12-31 00:00:00,"WSM est l'ONg issue du mouvement ouvrier chr?tien(MOC) et  du Christelijke Arbeidersbeweging (ACW). C'est une ONG bilingue regroupant en son sein diff?rentes organisations sociales : la Conf?d?ration des Syndicats Chr?tiens CSC, l?Alliance Nationale des Mutualit?s Chr?tiennes, Vie F?minine, les Equipes Populaires, la Jeunesse Ouvri?re Chr?tienne, le Groupe ARCO, vakbond ACV, mutualiteit LCM, socioculturele verenigingen KWB en Vakantiegenoegens, vrouwenbeweging KAV, ouderenbeweging OKRA trefpunt 55+, jongerenorganisatie KAJ, thuiszorgdienst Familiehulp, co?peratieve holding Groep Arco. Solidarit? Mondiale a pour ambition de renforcer les mouvements sociaux dans le Sud pour qu?ils soient des acteurs de changement et des agents de d?veloppement en faveur des populations locales.Elle s'est fix?e comme mission principale les th?matiques relatives au Droits du travail et ? la  protection sociale.  Nord: les membres des diff?rentes organisations constitutivesSud: les membres et affili?s des organisations partenaires  Promouvoir ensemble avec les mouvements sociaux le travail digne et la protection sociale pour lutter contre la pauvret? et l'exclusion sociale  NORDOS1:Onze ruime achterban ziet in dat menswaardig werk en sociale bescherming instrumenten zijn om armoede duurzaam te bestrijden in het Zuiden en engageren zich daarrondOS 2 :De Christelijke Arbeidersbeweging en haar deelorganisaties versterken en vergroten hun inzet voor menswaardig werk en sociale bescherming in het ZuidenOS 3 :Le public des organisations constitutives (OC) du MOC svoit dans le travail d?cent et de la protection sociale des leviers de lutte durable contre la pauvret? et s engage pour un d?veloppement bas? sur ces m?canismesOS 4 :Le MOC et ses organisations constitutives renforcent leur engagement pour la dimension internationale en g?n?ral et pour le travail d?cent et la protection sociale dans le Sud en particulier et le traduisent dans leur action de mouvementOS 5 : Door beleidsbe?nvloeding komen menswaardig werk en sociale bescherming in het Zuiden, op de politieke agendaOS 6:De acties van het Vlaamse Schone Klerenplatform zijn geco?rdineerd en dragen bij tot een verbetering van arbeidsomstandigheden in de kledingsectorSUD",1,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,2,Belgium,10,DGCD,2012012652,3012652,8,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.18392673521850897,0.18392673521850897,,0.19495451268775316,0.19495451268775316,,,,0.18392673521850897,,,0.19495451268775316,,,,,,,918,0.143095,0.143095,NEPAL - AM?LIORATION DES CAPACIT?S DE GESTION DU PARTENAIRE,Nepal - Am?lioration des capacit?s de gestion du partenaire,12110,Health policy & admin. management,121,"I.2.a. Health, General",22000,NATIONAL NGOs,NGO Rode Kruis-Vlaanderen Internationaal,"Far Western Region, Mid Western Region, Western Region",2011-01-01 00:00:00,2013-12-31 00:00:00,"De NGO Rode Kruis Vlaanderen Internationaal onderwierp zich aan de PWC-screening conform de art. 3 en 4 van het KB van 14 december 2005 en kreeg zijn programma-erkenning. Rode Kruis Vlaanderen Internationaal voldeed aan 26 van de 27 selectiecriteria, enkel het criterium 'opvolging van de effecten van de acties' werd niet gehaald.  Gevormde medewerkers en vrijwilligers van de partner  Sterkere gemeenschappen in het Zuiden zijn weerbaarder dankzij een sterk, lokaal Rode Kruis en zijn vrijwilligersnetwerk.  Verbetering van de management capaciteiten van de partner  - De partner beheerst en past een gestandardiseerde en kwaliteitsvolle projectmethodologie toe (Resultaat 1);- De partner heeft een duurzaam vrijwilligersbeheer en een goede begeleiding van zijn vrijwilligers en afdelingen (Resultaat 2);- De ondersteune",1,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,2,Belgium,10,DGCD,2012012638,3012638,8,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,0.13954755784061695,0.13954755784061695,,0.1479144731366154,0.1479144731366154,,,,0.13954755784061695,,,0.1479144731366154,,,,,,,918,0.108568,0.108568,NEPAL - AM?LIORATION DE LA SANT? PUBLIQUE DE BASE POUR LE GROUPE CIBLE DANS LA ZONE D'INTERVENTION,Nepal - Am?lioration de la sant? publique de base pour le groupe cible dans la zone d'intervention,12261,Health education,122,I.2.b. Basic Health,22000,NATIONAL NGOs,NGO Rode Kruis-Vlaanderen Internationaal,"Bajura, Jumla, Bhojrpur, Udayapur",2011-01-01 00:00:00,2013-12-31 00:00:00,"De NGO Rode Kruis Vlaanderen Internationaal onderwierp zich aan de PWC-screening conform de art. 3 en 4 van het KB van 14 december 2005 en kreeg zijn programma-erkenning. Rode Kruis Vlaanderen Internationaal voldeed aan 26 van de 27 selectiecriteria, enkel het criterium 'opvolging van de effecten van de acties' werd niet gehaald.  236.737 personen uit de doelgemeenschappen  Sterkere gemeenschappen in het Zuiden zijn weerbaarder dankzij een sterk, lokaal Rode Kruis en zijn vrijwilligersnetwerk.  Verbetering van de algemene gezondheidstoestand van het doelgroep in het actiegebied  -Verbeterd gezondheidsbevorderend gedrag inzake water en sanitatie, HIV/AIDS en gezinsplanning en gezondheid van moeder en kind",1,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
2012,2,Belgium,10,DGCD,2012012644,3012644,8,660,Nepal,,,10016,LDCs,11,ODA Grants,3,10,110,B01,7.4461439588688949E-2,7.4461439588688949E-2,,7.8925957402524408E-2,7.8925957402524408E-2,,,,7.4461439588688949E-2,,,7.8925957402524408E-2,,,,,,,918,5.7930999999999996E-2,5.7930999999999996E-2,NEPAL - UN PLUS GRAND NOMBRE DE PERSONNES PEUVENT D'UNE MANI?RE CORRECTE DONNER DES PREMIERS SECOURS,Nepal - Un plus grand nombre de personnes peuvent d'une mani?re correcte donner des Premiers Secours,12181,Medical education/training,121,"I.2.a. Health, General",22000,NATIONAL NGOs,NGO Rode Kruis-Vlaanderen Internationaal,Nationaal,2011-01-01 00:00:00,2013-12-31 00:00:00,"De NGO Rode Kruis Vlaanderen Internationaal onderwierp zich aan de PWC-screening conform de art. 3 en 4 van het KB van 14 december 2005 en kreeg zijn programma-erkenning. Rode Kruis Vlaanderen Internationaal voldeed aan 26 van de 27 selectiecriteria, enkel het criterium 'opvolging van de effecten van de acties' werd niet gehaald.  14384 personen rechtstreeks en 22465 onrechtstreeks  Sterkere gemeenschappen in het Zuiden zijn weerbaarder dankzij een sterk, lokaal Rode Kruis en zijn vrijwilligersnetwerk.  Meer mensen kunnen Eerste Hulp (EH) op een correcte manier toepassen.  - De partner heeft een goed georganiseerde EH-dienst (Resultaat 1);- De kwaliteit en kwantiteit van EH-opleidingen is toegenomen.",1,,,,,,,,,,,,2012-12-31 00:00:00,,,,,,,100.0,,,,,,
